301KG0KX9EZTIX38Y4LK073HE9J2HQ	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  35LDD5557DIDEB6349C3GSTTUO6KMP	  https://twitter.com/FemBooze/status/1019682008849625088	  y
3XD2A6FGFP8T8Q2NU7CYE8IXTQA9SA	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  3SNLUL3WO717BPTUYBFQM2N2WAFULV	  https://twitter.com/krissie_lissie/status/982539062354501632	  y
3XD2A6FGFP8T8Q2NU7CYE8IXTQA9SA	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A130P4M9JPT4YA	  3Z2R0DQ0JKSKL7A0Y5IG3O2Q4MSE27	  https://twitter.com/krissie_lissie/status/982539062354501632	  y
3XH7ZM9YX48H7B2AFICTOYD17OR9RM	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  3A4NIXBJ79DOYHOLP9O4VS68JOBMLU	  https://twitter.com/llMrllMONSTER/status/982446324061757440	  y
3XH7ZM9YX48H7B2AFICTOYD17OR9RM	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  ADAGUJNWMEPT6	  3EG49X351XQH98KIGCKBHQ490X8X6J	  https://twitter.com/llMrllMONSTER/status/982446324061757440	  y
3YLPJ8OXXAR071IA7MMUW8O9MDY4XH	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  37Q970SNZHME65XMGW27NMW0D7Q1SH	  https://twitter.com/___brinaaa/status/981773763812278272	  y
3YLPJ8OXXAR071IA7MMUW8O9MDY4XH	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A3EGOFTCKJYGW	  3YGXWBAF73VFRN596SV96FZL3OBC48	  https://twitter.com/___brinaaa/status/981773763812278272	  y
3YLTXLH3DHKPA44E02WWWKBAPJBHPS	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  3GGAI1SQEYCVVDUFCWV5S9GLPFYCM5	  https://twitter.com/ormiga/status/1018723004493119488	  y
3YLTXLH3DHKPA44E02WWWKBAPJBHPS	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  AGNJKSH5LFKXZ	  3WEV0KO0OP68Y0DYWPM2OOX924SSDX	  https://twitter.com/ormiga/status/1018723004493119488	  y
3YOAVL4CA2VPCWIP84AFTT4KUDW4ZE	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  3QJOXOW4XM5ASBET8N10IXGOARBEM0	  https://twitter.com/psoprincess/status/1017630746293530624	  s
3YOAVL4CA2VPCWIP84AFTT4KUDW4ZE	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A130P4M9JPT4YA	  3TU5ZICBRGFK4P2UNDMH7W479PB8QJ	  https://twitter.com/psoprincess/status/1017630746293530624	  n
3Z33IC0JC2090IJRO2H3PV24SU49VF	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  3GDTJDAPVXPTJA42VKF0QNK2ZODM89	  https://twitter.com/amy_unsettled/status/982832862457094144	  y
3Z33IC0JC2090IJRO2H3PV24SU49VF	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A130P4M9JPT4YA	  3II4UPYCOMLWLKYL4LXXTOI8KG7QD6	  https://twitter.com/amy_unsettled/status/982832862457094144	  y
3ZFRE2BDQBSGAY6ZSFCKQ41IN80ZXN	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A130P4M9JPT4YA	  3CFVK00FWOZM9E3T2THN6W9MTOX6L5	  https://twitter.com/Tasha_AliceW/status/982674117202767872	  y
3ZFRE2BDQBSGAY6ZSFCKQ41IN80ZXN	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  3IJXV6UZ10XD5WT79EN8PB8Q87HIR1	  https://twitter.com/Tasha_AliceW/status/982674117202767872	  y
3ZICQFRS33W5FT6ETX05NPHTV8YZZK	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A1BAEFJ2OG7NJ0	  3A1PQ49WVKVPGWJ652Q8J8PY4W61HT	  https://twitter.com/TheLaffingMan/status/983148482155380736	  n
3ZICQFRS33W5FT6ETX05NPHTV8YZZK	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A1GKEEI844CEKI	  3JCG6DTRV64QAT2Q973HTNP73VQQQ5	  https://twitter.com/TheLaffingMan/status/983148482155380736	  y
3ZURAPD28A12FGU6KAX6S3HZ6OSF1O	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  34PGFRQONRPE83UZQQIEOBV7D1KWJT	  https://twitter.com/PeterRobinson76/status/1020796510701842432	  y
3ZURAPD28A12FGU6KAX6S3HZ6OSF1O	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A1GKEEI844CEKI	  3OUYGIZWRACHMOWCSWUDEC8FLV60PQ	  https://twitter.com/PeterRobinson76/status/1020796510701842432	  n
3ZXNP4Z39TZ2QUJ4V1HDOQDW66E7LI	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  3R6BYFZZPAQDS1DTH5NFBWHMTW9XFK	  https://twitter.com/BondAdit/status/982096422748205056	  y
3ZXNP4Z39TZ2QUJ4V1HDOQDW66E7LI	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A130P4M9JPT4YA	  3X65QVEQI31BPVCUCKUQSW1WPA7CL2	  https://twitter.com/BondAdit/status/982096422748205056	  n
3ZXV7Q5FJD2M2J4407MQ9Z0QALJCFB	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  3C44YUNSI43BL8X648I8TJSYFKLPDE	  https://twitter.com/_lexcision/status/1020565442841096192	  y
3ZXV7Q5FJD2M2J4407MQ9Z0QALJCFB	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A130P4M9JPT4YA	  3IAEQB9FMHY15HU7GUW3LD0U8HPWDH	  https://twitter.com/_lexcision/status/1020565442841096192	  y
